Code,Searched keyword,Index,Job title,Company,Location,Min salary,Max salary,Link
210,ทหารชั้นประทวน,1,ธุรการฝ่ายวิชาการและประสานงาน(นิติศาสตร์),บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"14,000","16,000",jobthai.com/th/company/job/1193442
210,ทหารชั้นประทวน,2,พนักงานบัญชี (เพศหญิง),บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"17,000","20,000",jobthai.com/th/company/job/1200286
210,ทหารชั้นประทวน,3,ช่างประจำสำนักงาน,บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"12,000","17,000",jobthai.com/th/company/job/1208536
210,ทหารชั้นประทวน,4,"Call Center หญิงมืออาชีพ  เงินเดือน 18,000-20,000",บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"18,000","20,000",jobthai.com/th/company/job/1236539
210,ทหารชั้นประทวน,5,พนักงานขายออนไลน์ ประจำสำนักงาน (หญิง),บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"15,000","17,000",jobthai.com/th/company/job/1245515
210,ทหารชั้นประทวน,6,"ผู้จัดการทีมขาย เงินเดือน 25,000",บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"25,000",-,jobthai.com/th/company/job/1215555
210,ทหารชั้นประทวน,7,เจ้าหน้าที่ประชาสัมพันธ์นอกสถานที่ (PR),บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"18,000",-,jobthai.com/th/company/job/1313591
210,ทหารชั้นประทวน,8,"พนักงานขายหญิง เงินเดือน 18,000 - 25,000 + คอมมิสชั่น",บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"18,000","25,000",jobthai.com/th/company/job/1268323
210,ทหารชั้นประทวน,9,นักขายมืออาชีพ,บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"25,000","50,000",jobthai.com/th/company/job/1324221
210,ทหารชั้นประทวน,10,นักวิชาการนิติศาสตร์ (เพศหญิง),บริษัท เพื่อนเรียน 2000 จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"18,000","20,000",jobthai.com/th/company/job/1252951
210,ทหารชั้นประทวน,11,ผู้ช่วยผู้จัดการฝ่ายบัญชี ประจำโชว์รูม FORD RMA สาขาพระราม 4 (แยกกล้วยน้ำไท),"บริษัท มาสด้า ซิตี้ จำกัด (Mazda) , บริษัท อาร์เอ็มเอ ซิตี้ มอเตอร์ส จำกัด (FORD) และบริษัท อาร์.เอ็ม.เอ. เทรดดิ้ง จำกัด (Mitsubishi)",เขตคลองเตย กรุงเทพมหานคร,"38,000","40,000",jobthai.com/th/company/job/1302490
1111,ผู้บัญญัติกฎหมาย,1,ผู้จัดการทรัพยากรมนุษย์  และบริหารสำนักงาน,บริษัท เอส วัน โลจิสติกส์ จำกัด,อ.เมืองระยอง จ.ระยอง,"30,000","45,000",jobthai.com/th/company/job/1295306
1120,กรรมการผู้จัดการและผู้บริหารระดับสูง,1,ผู้จัดการร้านอาหารจีน ประจำสาขาไอคอนสยาม,"The Tasty (Thailand) Co.,Ltd.",เขตวัฒนา กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1317534
1120,กรรมการผู้จัดการและผู้บริหารระดับสูง,2,หัวหน้างานฝ่ายขาย (ประจำสำนักงานใหญ่-สี่พระยา),บริษัท กรุงเทพแหอวน จำกัด,เขตบางรัก กรุงเทพมหานคร,"20,000","35,000",jobthai.com/th/company/job/1206316
1120,กรรมการผู้จัดการและผู้บริหารระดับสูง,3,นักวิชาการศึกษา,โรงพยาบาลจุฬาภรณ์,เขตหลักสี่ กรุงเทพมหานคร,"18,000","22,500",jobthai.com/th/company/job/1261380
1211,ผู้จัดการด้านการเงิน,1,ผู้จัดการฝ่ายการเงิน  ธุรกิจ ผลิตอาหารทะเลแช่แข็ง,บริษัท จัดหางาน เพอร์เฟค ฮันเตอร์ จำกัด,อ.เมืองสมุทรสาคร จ.สมุทรสาคร,"40,000","60,000",jobthai.com/th/company/job/1317595
1211,ผู้จัดการด้านการเงิน,2,พนักงานบัญชี ประจำสาขาบางละมุง,บริษัท เอ็น.ซี.เอส.โกลด์เบรด จำกัด,อ.บางละมุง จ.ชลบุรี,"15,000",-,jobthai.com/th/company/job/1050316
1211,ผู้จัดการด้านการเงิน,3,ผู้จัดการฝายบัญชีการเงิน,บริษัท เอ็นวาย.แอลเอ กรุ๊ป จำกัด,เขตหลักสี่ กรุงเทพมหานคร,"55,000","60,000",jobthai.com/th/company/job/1288228
1211,ผู้จัดการด้านการเงิน,4,Network Engineer (สัญญาจ้าง 1 ปี) **ปฏิบัติงาน จ-ศ,บริษัท โอเอ็มซีเทค จำกัด และ บริษัทในเครือ,เขตหลักสี่ กรุงเทพมหานคร,"20,000","25,000",jobthai.com/th/company/job/992133
1211,ผู้จัดการด้านการเงิน,5,Network Operation Center (NOC) (**ยินดีรับนักศึกษาจบใหม่**),บริษัท โอเอ็มซีเทค จำกัด และ บริษัทในเครือ,อ.เมืองนนทบุรี จ.นนทบุรี,"14,000","15,000",jobthai.com/th/company/job/1100920
1211,ผู้จัดการด้านการเงิน,6,Cashier & PC (สาขา พัฒนาการ) พนักงานขาย  แคชเชียร์ จัดรเรียงสินค้า,บริษัท เคทีเอส จำกัด,เขตประเวศ กรุงเทพมหานคร,"11,000","13,000",jobthai.com/th/company/job/859938
1211,ผู้จัดการด้านการเงิน,7,ผู้จัดการการเงิน,บริษัท ช่างพินิจ เอ็นจิเนียริ่ง (2539) จำกัด,อ.บางระกำ จ.พิษณุโลก,"27,000","35,000",jobthai.com/th/company/job/1310241
1211,ผู้จัดการด้านการเงิน,8,หัวหน้าฝ่ายบัญชี,บริษัท 3เอ็มบี จำกัด,อ.เมืองชลบุรี จ.ชลบุรี,"33,000","38,000",jobthai.com/th/company/job/1073614
1211,ผู้จัดการด้านการเงิน,9,ผจก.แผนกบัญชี ,บริษัท มอนิ่ง ดีเวิลด์ จำกัด,เขตลาดพร้าว กรุงเทพมหานคร,"35,000",-,jobthai.com/th/company/job/1111289
1211,ผู้จัดการด้านการเงิน,10,หัวหน้างานฝ่ายบุคคล,บริษัท สินพรพงศ์ จำกัด,อ.โชคชัย จ.นครราชสีมา,"18,000","20,000",jobthai.com/th/company/job/1309807
1211,ผู้จัดการด้านการเงิน,11,การบัญชี,"INFORM-UMH (Thailand) Co., Ltd.",อ.ศรีราชา จ.ชลบุรี,"20,000","30,000",jobthai.com/th/company/job/1322241
1211,ผู้จัดการด้านการเงิน,12,เจ้าหน้าที่บัญชีลูกหนี้  AR (เริ่มงานได้ทันที),บริษัท ไพรซ์ ออฟ วู้ด อินดรัสทรีส์ จำกัด,อ.เมืองปทุมธานี จ.ปทุมธานี,"17,000","22,000",jobthai.com/th/company/job/1278422
1211,ผู้จัดการด้านการเงิน,13,ผู้จัดการสาขา,บริษัท สหะพืชผล ลิสซิ่ง จำกัด,อ.ชุมแพ จ.ขอนแก่น,"25,000","50,000",jobthai.com/th/company/job/1117558
1211,ผู้จัดการด้านการเงิน,14,"เลขานุการ, เลขานุการผู้บริหาร, admin secretary",โรงรับจำนำ Cash express,เขตปทุมวัน กรุงเทพมหานคร,"20,000","30,000",jobthai.com/th/company/job/1067315
1211,ผู้จัดการด้านการเงิน,15,รองผู้จัดการฝ่ายบัญชี,บริษัท ฮั่วเซ่งฮง เอ็กซเพรส จำกัด,อ.พุทธมณฑล จ.นครปฐม,"35,000",-,jobthai.com/th/company/job/998859
1211,ผู้จัดการด้านการเงิน,16,Senior Accounting Officer (เจ้าหน้าที่บัญชีอาวุโส),บริษัท ยูนิคเวิลด์ จำกัด,MRT ศูนย์การประชุมแห่งชาติสิริกิติ์,"30,000","35,000",jobthai.com/th/company/job/1292577
1211,ผู้จัดการด้านการเงิน,17,พนักงานบัญชี Junior Accountant,บริษัท เอ็นอาร์กรุ๊ป แอดไวซอรี่ จำกัด,เขตบางรัก กรุงเทพมหานคร,"18,000","22,000",jobthai.com/th/company/job/817931
1211,ผู้จัดการด้านการเงิน,18,ผู้จัดการบัญชี,บริษัท ปากกาไพล๊อต (ประเทศไทย) จำกัด,เขตบางรัก กรุงเทพมหานคร,"80,000",-,jobthai.com/th/company/job/1323526
1211,ผู้จัดการด้านการเงิน,19,IT Support / Technical Support,"InfoGrammer Co., Ltd.",เขตบางเขน กรุงเทพมหานคร,"16,000",-,jobthai.com/th/company/job/1300851
1211,ผู้จัดการด้านการเงิน,20,เจ้าหน้าที่ ธุรการ/การเงิน ประจำสาขา รัชโยธิน,บริษัท เมเจอร์ ซีนีเพล็กซ์ กรุ้ป จำกัด ( มหาชน ) Major Cineplex Group,เขตจตุจักร กรุงเทพมหานคร,"15,000",-,jobthai.com/th/company/job/1283977
1211,ผู้จัดการด้านการเงิน,21,นักวิชาการสิ่งแวดล้อม (Monitoring),บริษัท ยูไนเต็ด แอนนาลิสต์ แอนด์ เอ็นจิเนียริ่ง คอนซัลแตนท์ จำกัด,เขตพระโขนง กรุงเทพมหานคร,"15,000","20,000",jobthai.com/th/company/job/1054069
1211,ผู้จัดการด้านการเงิน,22,เลขนุการและธุรการ,บริษัท สยามแอ็พแพเร็ล จำกัด,เขตสาทร กรุงเทพมหานคร,"17,000","20,000",jobthai.com/th/company/job/1322278
1211,ผู้จัดการด้านการเงิน,23,ผู้จัดการฝ่ายจัดซื้อ/เจ้าหน้าที่จัดซื้อ,บริษัท ไดกิฟู้ด จำกัด,เขตประเวศ กรุงเทพมหานคร,"30,000","38,000",jobthai.com/th/company/job/1322034
1211,ผู้จัดการด้านการเงิน,24,senior accountant,บริษัท เจ.ทวิน จำกัด,เขตยานนาวา กรุงเทพมหานคร,"20,000","23,000",jobthai.com/th/company/job/1301146
1211,ผู้จัดการด้านการเงิน,25,รองผู้จัดการฝ่ายบัญชี,บริษัท ฮี เชง อิเล็กทริค (ไทยแลนด์) จำกัด,สวนอุตสาหกรรมโรจนะ จ.พระนครศรีอยุธยา,"40,000",-,jobthai.com/th/company/job/1325190
1211,ผู้จัดการด้านการเงิน,26,เจ้าหน้าที่ประชาสัมพันธ์ หรือ แอดมินสื่อโฆษณา SOCIAL MEDIA,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"20,000","25,000",jobthai.com/th/company/job/1326457
1211,ผู้จัดการด้านการเงิน,27,เขียนแบบ งานสถาปัตย์ งานโยธา เพื่อการยื่นแบบขออนุญาตดัดแปลงอาคาร,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"22,000","25,000",jobthai.com/th/company/job/1326468
1211,ผู้จัดการด้านการเงิน,28,วิศวกรฝ่ายพัฒนาธุรกิจระบบไฟฟ้าพลังงานแสงอาทิตย์บนหลังคา,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1286887
1211,ผู้จัดการด้านการเงิน,29,หัวหน้าวิศวกรโครงการ/ HEAD OF PROJECT ENGINEER,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"40,000","50,000",jobthai.com/th/company/job/1326433
1211,ผู้จัดการด้านการเงิน,30,วิศวกรงานติดตั้งระบบไฟฟ้าพลังงานแสงอาทิตย์บนหลังคา (SITE ENGINEER),บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"25,000","35,000",jobthai.com/th/company/job/1286932
1211,ผู้จัดการด้านการเงิน,31,เจ้าหน้าที่บัญชีอาวุโส หรือ ผู้ช่วยผู้จัดการบัญชีฝ่ายเจ้าหนี้การค้า (AP),บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"22,000","25,000",jobthai.com/th/company/job/1298219
1211,ผู้จัดการด้านการเงิน,32,เจ้าหน้าที่ฝ่ายประสานงานราชการ / หัวหน้าฝ่ายประสานงานราชการ,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"23,000","25,000",jobthai.com/th/company/job/1281018
1211,ผู้จัดการด้านการเงิน,33,วิศวกร ออกแบบ  และถอดประเมินราคาระบบพลังงานแสงอาทิตย์บนหลังคา,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"24,000","27,000",jobthai.com/th/company/job/1286924
1211,ผู้จัดการด้านการเงิน,34,เจ้าหน้าที่อาวุโส แผนกทรัพยากรบุคคล,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1297443
1211,ผู้จัดการด้านการเงิน,35,เจ้าหน้าที่ธุรการและประสานงานโครงการ,บริษัท บริลเลี่ยนท์ พาวเวอร์ จำกัด,เขตราษฎร์บูรณะ กรุงเทพมหานคร,"20,000","23,000",jobthai.com/th/company/job/1331832
1211,ผู้จัดการด้านการเงิน,36,เจ้าหน้าที่ให้คำปรึกษาด้านซอฟท์แวร์บัญชี (มีความรู้ด้านบัญชี),บริษัท พี ยู ยู เอ็น อินเทลลิเจนท์ จำกัด,MRT พระราม 9,"18,000","25,000",jobthai.com/th/company/job/1023221
1211,ผู้จัดการด้านการเงิน,37,นักบัญชีจูเนียร์ Junior Accountant,บริษัท พี ยู ยู เอ็น อินเทลลิเจนท์ จำกัด,MRT พระราม 9,"15,000","20,000",jobthai.com/th/company/job/1117179
1211,ผู้จัดการด้านการเงิน,38,ผู้จัดการบัญชี/การเงิน (ได้ภาษาจีน),บริษัท เช่วเฉิน ซิลิก้า (ประเทศไทย) จำกัด,นิคมอุตสาหกรรมมาบตาพุด จ.ระยอง,"50,000",-,jobthai.com/th/company/job/865849
1211,ผู้จัดการด้านการเงิน,39,ผู้จัดการหรือผู้ช่วยผู้จัดการฝ่ายบัญชีและการเงิน,บริษัท สลิม เวลเนส เอเซีย จำกัด,เขตจตุจักร กรุงเทพมหานคร,"40,000","60,000",jobthai.com/th/company/job/1297558
1211,ผู้จัดการด้านการเงิน,40,พนักงานสำหรับเงินเดือนค่าจ้างและผลการดำเนินงาน 薪酬专员,บริษัท ปริ๊งซ์ เฉิงซาน ไทร์ (ประเทศไทย) จำกัด,นิคมอุตสาหกรรมดับบลิวเอชเอ อีสเทิร์นซีบอร์ด 3 จ.ชลบุรี,"20,000","25,000",jobthai.com/th/company/job/1318766
1211,ผู้จัดการด้านการเงิน,41,พนักงานธุรการและการเงิน ประจำสาขา สุขุมวิท เอกมัย,บริษัท เมเจอร์ ซีนีเพล็กซ์ กรุ้ป จำกัด ( มหาชน ) Major Cineplex Group,เขตวัฒนา กรุงเทพมหานคร,"14,500","16,000",jobthai.com/th/company/job/1264388
1211,ผู้จัดการด้านการเงิน,42,เจ้าหน้าที่พิจารณาสินไหม ( Claim  Officer ),บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),เขตห้วยขวาง กรุงเทพมหานคร,"18,000",-,jobthai.com/th/company/job/1131046
1211,ผู้จัดการด้านการเงิน,43,เจ้าหน้าที่พยาบาลพิจารณาสินไหม  (Fax Claim),บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),เขตห้วยขวาง กรุงเทพมหานคร,"30,000","35,000",jobthai.com/th/company/job/1105171
1211,ผู้จัดการด้านการเงิน,44,เจ้าหน้าที่การเงิน (Finance Officer),บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),เขตห้วยขวาง กรุงเทพมหานคร,"15,000","20,000",jobthai.com/th/company/job/1160610
1211,ผู้จัดการด้านการเงิน,45,บัญชี ทำงบ GL,บริษัท อีสเทิร์นฟีดมิลล์ จำกัด ,อ.เมืองชลบุรี จ.ชลบุรี,"15,000","30,000",jobthai.com/th/company/job/1150272
1211,ผู้จัดการด้านการเงิน,46,ผู้จัดการฝ่ายสื่อสารองค์กรและการตลาด  ลาดพร้าว  130,บริษัท จัดหางาน เพอร์เฟค ฮันเตอร์ จำกัด,เขตบางกะปิ กรุงเทพมหานคร,"40,000","50,000",jobthai.com/th/company/job/1301329
1211,ผู้จัดการด้านการเงิน,47,เจ้าหน้าที่การเงิน (AP),"KC Girder Co., Ltd. บริษัท เค.ซี.เกอร์เดอร์ จำกัด",อ.ประจันตคาม จ.ปราจีนบุรี,"15,000",-,jobthai.com/th/company/job/1080904
1211,ผู้จัดการด้านการเงิน,48,เจ้าหน้าที่บัญชีต้นทุนและตรวจสอบสต๊อกสินค้า / Costing and Inventory Control,"KC Girder Co., Ltd. บริษัท เค.ซี.เกอร์เดอร์ จำกัด",อ.ประจันตคาม จ.ปราจีนบุรี,"15,000","25,000",jobthai.com/th/company/job/1328574
1211,ผู้จัดการด้านการเงิน,49,พนักงานฝ่ายขายและการตลาด/Sale&Marketing,"KC Girder Co., Ltd. บริษัท เค.ซี.เกอร์เดอร์ จำกัด",อ.ประจันตคาม จ.ปราจีนบุรี,"15,000",-,jobthai.com/th/company/job/1328529
1211,ผู้จัดการด้านการเงิน,50,SOC Tier1 (BOT),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตพระนคร กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1331741
1211,ผู้จัดการด้านการเงิน,51,Service Desk (Valeo),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตคลองเตย กรุงเทพมหานคร,"16,000","20,000",jobthai.com/th/company/job/1331759
1211,ผู้จัดการด้านการเงิน,52,Project Management (Enterprise service),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"28,000",",000",jobthai.com/th/company/job/1194235
1211,ผู้จัดการด้านการเงิน,53,Service Desk (DTAC),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตปทุมวัน กรุงเทพมหานคร,"18,000","20,000",jobthai.com/th/company/job/1316698
1211,ผู้จัดการด้านการเงิน,54,Junior configuration engineer,บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"20,000","23,000",jobthai.com/th/company/job/1326825
1211,ผู้จัดการด้านการเงิน,55,Engineer Telecom (Project AIS),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"18,000","20,000",jobthai.com/th/company/job/1280120
1211,ผู้จัดการด้านการเงิน,56,SOC Tier1 (FTHMSSP),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตบางนา กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1311091
1211,ผู้จัดการด้านการเงิน,57,NOC Engineer,บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตบางนา กรุงเทพมหานคร,"18,000","23,000",jobthai.com/th/company/job/1155560
1211,ผู้จัดการด้านการเงิน,58,Senior System Engineer,บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตบางนา กรุงเทพมหานคร,"45,000","50,000",jobthai.com/th/company/job/1204058
1211,ผู้จัดการด้านการเงิน,59,Admin (Schneider),บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"25,000","28,000",jobthai.com/th/company/job/1325087
1211,ผู้จัดการด้านการเงิน,60,End User Support (BST) Sathon City Tower,บริษัท แคร์เน็ต อินเตอร์เนชั่นแนล จำกัด,เขตสาทร กรุงเทพมหานคร,"20,000","22,000",jobthai.com/th/company/job/1331709
1211,ผู้จัดการด้านการเงิน,61,เจ้าหน้าที่พิจารณาสินไหม Automotive (จบช่างยนต์เท่านั้น),"AWP Services (Thailand) Co., Ltd.",เขตราชเทวี กรุงเทพมหานคร,"18,000","25,000",jobthai.com/th/company/job/660852
1211,ผู้จัดการด้านการเงิน,62,พนักงานจัดซื้อ-จัดจ้าง Procurement,SINCE 24 Group,เขตบางเขน กรุงเทพมหานคร,"17,000","22,000",jobthai.com/th/company/job/1298555
1211,ผู้จัดการด้านการเงิน,63,พนักงานบริการร้านอาหารญี่ปุ่น(สุขุมวิท 23),บริษัท เอ็ม โอโตยะ (ไทยแลนด์) จำกัด,เขตวัฒนา กรุงเทพมหานคร,"11,000","15,000",jobthai.com/th/company/job/1142920
1211,ผู้จัดการด้านการเงิน,64,ผู้ช่วยผู้จัดการโรงงาน,"KAOSU PACKING INDUSTRY CO.,LTD.",อ.ศรีราชา จ.ชลบุรี,"14,000","25,000",jobthai.com/th/company/job/1211942
1211,ผู้จัดการด้านการเงิน,65,พนักงานขายแว่นตา (Eyewear Sales Representative),บริษัท วอชิงตัน พารากอน จำกัด,BTS สยาม,"17,000","30,000",jobthai.com/th/company/job/672135
1211,ผู้จัดการด้านการเงิน,66,Brand & Marketing Executive,บริษัท วอชิงตัน พารากอน จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"20,000","30,000",jobthai.com/th/company/job/977736
1211,ผู้จัดการด้านการเงิน,67,OD นักทัศนมาตร มีประสบการณ์ (Full-time / Part-time),บริษัท วอชิงตัน พารากอน จำกัด,BTS เจริญนคร,"30,000","40,000",jobthai.com/th/company/job/664482
1211,ผู้จัดการด้านการเงิน,68,ช่างแว่นตา (Optician),บริษัท วอชิงตัน พารากอน จำกัด,เขตคลองเตย กรุงเทพมหานคร,"18,000","30,000",jobthai.com/th/company/job/1284747
1211,ผู้จัดการด้านการเงิน,69,HR Manager,บริษัท พรีซีสชั่น เอนยีเนียริ่ง จำกัด,เขตปทุมวัน กรุงเทพมหานคร,"45,000","70,000",jobthai.com/th/company/job/957782
1211,ผู้จัดการด้านการเงิน,70,Marketing Manager - ผู้จัดการฝ่ายการตลาด,Office Care Corporation,เขตบางนา กรุงเทพมหานคร,"30,000","40,000",jobthai.com/th/company/job/1330474
1211,ผู้จัดการด้านการเงิน,71,ผู้จัดการฝ่ายการเงิน,"INFORM-UMH (Thailand) Co., Ltd.",อ.ศรีราชา จ.ชลบุรี,"60,000","80,000",jobthai.com/th/company/job/1322236
1211,ผู้จัดการด้านการเงิน,72,Sales Area Manager ประจำพื้นที่จังหวัดปราจีนบุรี นครนายก,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน) / True Corporation Public Company Limited,จ.ปราจีนบุรี,"35,000","50,000",jobthai.com/th/company/job/1204605
1211,ผู้จัดการด้านการเงิน,73,Sales,บริษัท โกลบอล ไพร์ม คอร์ปอเรชั่น จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"20,000","35,000",jobthai.com/th/company/job/957125
1211,ผู้จัดการด้านการเงิน,74,Digital Maketing,บริษัท โกลบอล ไพร์ม คอร์ปอเรชั่น จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"20,000","35,000",jobthai.com/th/company/job/1331757
1211,ผู้จัดการด้านการเงิน,75,ผู้จัดการฝ่ายบัญชี,"STARWELL BUSINESS (1998) Co., Ltd.",อ.เมืองนครราชสีมา จ.นครราชสีมา,"30,000","45,000",jobthai.com/th/company/job/1225245
1211,ผู้จัดการด้านการเงิน,76,เจ้าหน้าที่บัญชี *รับนักศึกษาจบใหม่*,บริษัท ทีทีซี โกลบอล,เขตสวนหลวง กรุงเทพมหานคร,"12,000","18,000",jobthai.com/th/company/job/831532
1211,ผู้จัดการด้านการเงิน,77,ผู้จัดการฝ่ายบัญชีและการเงิน (สังกัดกลุ่มบริษัท Book),บริษัท เรด เอนเวโลพ ฮอสพิทาลิตี้ จำกัด,เขตบางกะปิ กรุงเทพมหานคร,"40,000","80,000",jobthai.com/th/company/job/1297736
1211,ผู้จัดการด้านการเงิน,78,Digital Marketing Manager / Digital Marketing Executive (JP Speaking),"Teppen (Thailand) Co., Ltd.",เขตบางรัก กรุงเทพมหานคร,"25,000","60,000",jobthai.com/th/company/job/1292265
1211,ผู้จัดการด้านการเงิน,79,PHP Web Developer (Laravel),บริษัท อีคอมเมิร์ซ โซลูชั่น จำกัด,เขตจตุจักร กรุงเทพมหานคร,"25,000","60,000",jobthai.com/th/company/job/1185927
1211,ผู้จัดการด้านการเงิน,80,HR MANAGER ธุรกิจร้านอาหารญี่ปุ่น สาขาสำนักงานใหญ่,บริษัท เดอะ ฟู้ด ซีเล็คชั่น กรุ๊ป จำกัด (สำนักงานใหญ่),รังสิต พรอสเพอร์ เอสเตท จ.ปทุมธานี,"30,000","35,000",jobthai.com/th/company/job/1299499
1211,ผู้จัดการด้านการเงิน,81,Telesales,Globish Academia,เขตปทุมวัน กรุงเทพมหานคร,"20,000",-,jobthai.com/th/company/job/1203183
1211,ผู้จัดการด้านการเงิน,82,รับสมัคร !!!  ผู้ช่วยผู้จัดการฝ่านบัญชี,บริษัท ที ซี ควิก จำกัด,เขตมีนบุรี กรุงเทพมหานคร,"20,000","40,000",jobthai.com/th/company/job/1279443
1211,ผู้จัดการด้านการเงิน,83,Customer Service-Call Center  (อโศก),บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน),เขตวัฒนา กรุงเทพมหานคร,"18,000","20,000",jobthai.com/th/company/job/993315
1211,ผู้จัดการด้านการเงิน,84,Senior Finance Officer - Investment,บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน),เขตหลักสี่ กรุงเทพมหานคร,"30,000","40,000",jobthai.com/th/company/job/1324586
1211,ผู้จัดการด้านการเงิน,85,Recruitment Officer/จนท.สรรหาบุคลากร (Salary 16-18K),บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน),เขตวัฒนา กรุงเทพมหานคร,"16,000","18,000",jobthai.com/th/company/job/1078992
1211,ผู้จัดการด้านการเงิน,86,Recruitment Supervisor (เจ้าหน้าที่อาวุโสฝ่ายสรรหาบุคคลากร),บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน),เขตวัฒนา กรุงเทพมหานคร,"30,000","35,000",jobthai.com/th/company/job/1288912
1211,ผู้จัดการด้านการเงิน,87,QC ตรวจสอบคุณภาพไฟล์เสียง (Interchange 21),บริษัท ชับบ์สามัคคีประกันภัย จำกัด (มหาชน),BTS อโศก,"15,000",-,jobthai.com/th/company/job/984339
1211,ผู้จัดการด้านการเงิน,88,เจ้าหน้าที่บัญชีเจ้าหนี้,บริษัท โตชิโน ซัพพลาย จำกัด,MRT สุขุมวิท,"15,000","17,000",jobthai.com/th/company/job/1260695
1211,ผู้จัดการด้านการเงิน,89,Human Resources Officer ( Payroll / Compensation&Benefits ),บริษัท คอปเปอร์ไวร์ด จำกัด (มหาชน),เขตบางกอกน้อย กรุงเทพมหานคร,"16,000","22,000",jobthai.com/th/company/job/1285027
1211,ผู้จัดการด้านการเงิน,90,"ผู้ช่วยผู้จัดการสาขา ,หัวหน้าแผนกบริการ/ครัว (สาขา สยามสแควร์)",บริษัท ปลูกผักเพราะรักแม่ จำกัด (โอ้กะจู๋),เขตวัฒนา กรุงเทพมหานคร,"17,000","30,000",jobthai.com/th/company/job/1247172
1211,ผู้จัดการด้านการเงิน,91,หัวหน้าแผนกธุรการบุคคล,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน),BTS สยาม,"20,000","40,000",jobthai.com/th/company/job/785535
